category,subtype,common_name_ro,common_name_en,scientific_name,indoor_ok,toxic_flag,edible_part,primary_use,fertility_need,pruning_need,growth_rate,kc_ini,kc_mid,kc_end,kc_dev,root_depth_min_m,root_depth_max_m,depletion_fraction_p,allowable_depletion_pct,stage_days_ini,stage_days_dev,stage_days_mid,stage_days_end,growth_cycle,maturity_days_min,maturity_days_max,juvenile_years_to_bearing,spacing_row_m,spacing_plant_m,default_density_plants_m2,canopy_cover_max_frac,shade_tolerance,drought_tolerance,salinity_tolerance,typ_irrig_method,kc_source_tag,root_depth_source,water_stress_sensitive_stage,ph_min,ph_max,frost_tolerance_c,temp_opt_min_c,temp_opt_max_c
Landscaping,PLANT_ELM,Ulm,Elm,Ulmus glabra,No,No,None,Shade,MEDIUM,LOW,FAST,0.5,0.9,0.8,,1.0,2.0,0.5,50,30,60,999,0,Perennial,0,0,0,8.0,8.0,0.02,0.7,LOW,MED,LOW,RAINFED,EST,EST,None,6.0,7.5,-35,15,25
Landscaping,PLANT_PINE,Pin,Pine,Pinus sylvestris,No,No,None,Ornamental/Timber,LOW,LOW,MEDIUM,0.4,0.7,0.7,,1.0,1.5,0.7,70,0,0,999,0,Perennial,0,0,0,4.0,4.0,0.06,0.5,LOW,HIGH,LOW,RAINFED,FAO56,FAO56,None,4.5,6.5,-40,10,20
Landscaping,PLANT_SPRUCE,Molid,Spruce,Picea abies,No,No,None,Ornamental/Timber,LOW,LOW,MEDIUM,0.4,0.7,0.7,,1.0,1.5,0.7,70,0,0,999,0,Perennial,0,0,0,4.0,4.0,0.06,0.5,LOW,MED,LOW,RAINFED,FAO56,FAO56,None,4.5,6.5,-40,10,20
Landscaping,PLANT_CEDAR,Cedru,Cedar,Cedrus atlantica,No,No,None,Ornamental,LOW,LOW,SLOW,0.4,0.7,0.7,,1.0,2.0,0.7,70,0,0,999,0,Perennial,0,0,0,5.0,5.0,0.04,0.5,LOW,HIGH,LOW,RAINFED,EST,EST,None,6.0,7.5,-20,10,25
Landscaping,PLANT_CYPRESS,Chiparos,Cypress,Cupressus sempervirens,No,No,None,Ornamental,LOW,LOW,MEDIUM,0.4,0.7,0.7,,1.0,2.0,0.7,70,0,0,999,0,Perennial,0,0,0,3.0,3.0,0.11,0.4,LOW,HIGH,MED,RAINFED,EST,EST,None,7.0,8.0,-15,15,30
Landscaping,PLANT_WILLOW,Salcie,Willow,Salix alba,No,No,None,Shade,LOW,LOW,FAST,0.6,1.0,0.9,,0.5,1.0,0.5,50,30,60,999,0,Perennial,0,0,0,6.0,6.0,0.03,0.8,LOW,LOW,LOW,RAINFED,EST,EST,None,5.5,8.0,-40,12,20
Landscaping,PLANT_POPLAR,Plop,Poplar,Populus nigra,No,No,None,Shade/Timber,MEDIUM,LOW,FAST,0.5,0.9,0.8,,1.0,2.0,0.5,50,30,60,999,0,Perennial,0,0,0,5.0,5.0,0.04,0.7,LOW,MED,MED,RAINFED,EST,EST,None,5.5,7.5,-30,10,25
Landscaping,PLANT_MAGNOLIA,Magnolie,Magnolia,Magnolia grandiflora,No,No,None,Ornamental,MEDIUM,LOW,MEDIUM,0.5,0.8,0.8,,0.5,1.5,0.5,50,30,60,999,0,Perennial,0,0,0,5.0,5.0,0.04,0.6,MED,LOW,LOW,SPRINKLER,EST,EST,Flowering,5.5,6.5,-15,18,25
Landscaping,PLANT_PALM,Palmier,Palm (ornamental),Phoenix canariensis,No,No,None,Ornamental,MEDIUM,LOW,MEDIUM,0.6,0.8,0.8,,0.7,1.1,0.65,65,0,0,999,0,Perennial,0,0,0,5.0,5.0,0.04,0.5,LOW,MED,MED,SPRINKLER,FAO56,FAO56,None,6.0,7.5,-8,20,30
Landscaping,PLANT_YEW,Tis,Yew,Taxus baccata,No,Yes,None,Hedge,LOW,HIGH,SLOW,0.4,0.7,0.7,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,0.5,0.5,4.0,0.9,HIGH,MED,LOW,DRIP,EST,EST,None,6.0,7.0,-30,10,20
Landscaping,PLANT_JUNIPER,Ienupăr,Juniper,Juniperus communis,No,No,Berry (spice),Ornamental,LOW,LOW,SLOW,0.4,0.6,0.6,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,1.5,1.5,0.44,0.4,LOW,HIGH,LOW,RAINFED,EST,EST,None,5.0,7.0,-35,10,20
Landscaping,PLANT_TUJA,Tuia,Arborvitae (Thuja),Thuja occidentalis,No,No,None,Hedge,LOW,HIGH,MEDIUM,0.4,0.7,0.7,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,0.7,0.5,2.86,0.9,LOW,MED,LOW,DRIP,EST,EST,None,6.0,8.0,-35,10,20
Landscaping,PLANT_HOLLY,Ilex,Holly,Ilex aquifolium,No,Yes,None,Ornamental,MEDIUM,LOW,SLOW,0.5,0.7,0.7,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,2.0,2.0,0.25,0.5,HIGH,LOW,LOW,SPRINKLER,EST,EST,None,5.0,6.5,-20,10,20
Landscaping,PLANT_AZALEA,Azalee,Azalea,Rhododendron spp.,No,Yes,None,Ornamental,HIGH,LOW,SLOW,0.5,0.8,0.8,,0.3,0.6,0.5,50,0,0,999,0,Perennial,0,0,0,1.0,1.0,1.0,0.6,HIGH,LOW,LOW,SPRINKLER,EST,EST,Flowering,4.5,6.0,-25,12,20
Landscaping,PLANT_RHODODENDRON,Rododendron,Rhododendron,Rhododendron catawbiense,No,Yes,None,Ornamental,HIGH,LOW,SLOW,0.5,0.8,0.8,,0.3,0.6,0.5,50,0,0,999,0,Perennial,0,0,0,1.5,1.5,0.44,0.7,HIGH,LOW,LOW,SPRINKLER,EST,EST,Flowering,4.5,6.0,-25,12,20
Landscaping,PLANT_ROSE,Trandafir,Rose,Rosa sp.,No,No,None,Ornamental,HIGH,HIGH,MEDIUM,0.7,1.0,0.8,,0.5,1.5,0.5,50,30,50,999,0,Perennial,0,0,0,0.5,0.5,4.0,0.7,LOW,LOW,LOW,DRIP,EST,EST,Flowering,6.0,7.0,-20,18,25
Landscaping,PLANT_HYDRANGEA,Hortensie,Hydrangea,Hydrangea macrophylla,No,Yes,None,Ornamental,HIGH,MEDIUM,MEDIUM,0.7,1.0,0.9,,0.3,0.7,0.5,50,0,0,999,0,Perennial,0,0,0,1.5,1.5,0.44,0.7,MED,LOW,LOW,SPRINKLER,EST,EST,Flowering,5.0,6.5,-15,18,26
Landscaping,PLANT_BOUGAINVILLEA,Bougainvillea,Bougainvillea,Bougainvillea spectabilis,No,No,None,Ornamental,LOW,MEDIUM,FAST,0.5,0.8,0.8,,0.5,1.0,0.5,50,30,60,999,0,Perennial,0,0,0,2.0,2.0,0.25,0.7,LOW,HIGH,LOW,DRIP,EST,EST,None,5.5,6.5,0,22,30
Landscaping,PLANT_HIBISCUS,Hibiscus,Hibiscus,Hibiscus syriacus,No,No,None,Ornamental,MEDIUM,LOW,MEDIUM,0.5,0.9,0.75,,0.5,1.0,0.5,50,30,60,999,0,Perennial,0,0,0,2.0,2.0,0.25,0.6,LOW,LOW,LOW,SPRINKLER,EST,EST,Flowering,6.0,7.5,-20,20,30
Landscaping,PLANT_OLEANDER,Leandru,Oleander,Nerium oleander,No,Yes,None,Ornamental,LOW,LOW,FAST,0.5,0.8,0.8,,0.5,1.0,0.8,80,30,60,999,0,Perennial,0,0,0,3.0,3.0,0.11,0.7,LOW,HIGH,MED,DRIP,EST,EST,None,6.0,8.0,-5,20,35
Landscaping,PLANT_JASMINE,Iasomie,Jasmine,Jasminum officinale,No,No,None,Ornamental,MEDIUM,MEDIUM,FAST,0.5,0.9,0.8,,0.5,1.0,0.5,50,30,60,999,0,Perennial,0,0,0,2.0,2.0,0.25,0.6,LOW,LOW,LOW,DRIP,EST,EST,Flowering,6.0,7.5,-10,18,30
Landscaping,PLANT_IVY,Iederă,Ivy,Hedera helix,No,Yes,None,Groundcover/Vine,LOW,MEDIUM,FAST,0.6,0.9,0.9,,0.3,0.6,0.5,50,0,0,999,0,Perennial,0,0,0,0.5,0.5,4.0,1.0,HIGH,MED,LOW,DRIP,EST,EST,None,6.0,7.8,-25,10,20
Landscaping,PLANT_WISTERIA,Glicină,Wisteria,Wisteria sinensis,No,Yes,None,Ornamental vine,LOW,HIGH,FAST,0.5,0.9,0.8,,0.5,1.5,0.5,50,30,60,999,0,Perennial,0,0,0,4.0,4.0,0.06,0.8,LOW,LOW,LOW,DRIP,EST,EST,Flowering,6.0,7.0,-20,15,25
Landscaping,PLANT_TULIP,Lalea,Tulip,Tulipa gesneriana,No,Yes,None,Ornamental,MEDIUM,LOW,FAST,0.7,1.0,0.9,,0.2,0.3,0.3,30,30,30,20,10,Annual,60,90,0,0.15,0.15,44.44,0.8,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.0,-20,12,18
Landscaping,PLANT_DAFFODIL,Narcisă,Daffodil,Narcissus pseudonarcissus,No,Yes,None,Ornamental,LOW,LOW,FAST,0.7,0.9,0.8,,0.2,0.3,0.3,30,30,30,20,10,Annual,50,80,0,0.15,0.15,44.44,0.7,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.0,-20,10,16
Landscaping,PLANT_MARIGOLD,Crăițe,Marigold,Tagetes patula,No,No,None,Ornamental,LOW,LOW,FAST,0.4,0.8,0.75,,0.3,0.5,0.5,50,20,20,60,10,Annual,50,70,0,0.25,0.25,16.0,0.8,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.5,0,18,24
Landscaping,PLANT_PETUNIA,Petunie,Petunia,Petunia hybrid,No,No,None,Ornamental,HIGH,LOW,FAST,0.7,1.0,0.9,,0.3,0.5,0.5,50,20,20,60,10,Annual,60,90,0,0.25,0.2,20.0,0.9,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.5,5,18,26
Landscaping,PLANT_GERANIUM,Mușcată,Geranium,Pelargonium hortorum,No,No,None,Ornamental,MEDIUM,LOW,FAST,0.5,0.8,0.75,,0.3,0.6,0.5,50,20,30,120,20,Perennial,0,0,0,0.3,0.3,11.11,0.8,LOW,LOW,LOW,MANUAL,EST,EST,None,6.0,7.0,0,20,28
Landscaping,PLANT_PANSY,Panseluță,Pansy,Viola tricolor,No,No,None,Ornamental,MEDIUM,LOW,FAST,0.7,0.9,0.85,,0.2,0.3,0.5,50,30,40,90,20,Annual,60,90,0,0.2,0.2,25.0,0.7,HIGH,LOW,LOW,MANUAL,EST,EST,None,6.0,7.5,-5,10,18
Landscaping,PLANT_IMPATIENS,Sporul casei,Impatiens,Impatiens walleriana,No,No,None,Ornamental,MEDIUM,LOW,FAST,0.7,1.0,0.9,,0.2,0.5,0.5,50,20,20,90,10,Annual,60,90,0,0.2,0.2,25.0,0.8,HIGH,LOW,LOW,MANUAL,EST,EST,None,6.0,7.5,5,18,24
Landscaping,PLANT_CHRYSANTHEMUM,Crizantemă,Chrysanthemum,Chrysanthemum morifolium,No,No,None,Ornamental,HIGH,LOW,FAST,0.7,1.0,0.85,,0.3,0.6,0.5,50,30,60,60,20,Perennial,0,0,0,0.4,0.4,6.25,0.8,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.5,-10,15,25
Landscaping,PLANT_DAISY,Margaretă,Shasta Daisy,Leucanthemum × superbum,No,No,None,Ornamental,LOW,LOW,FAST,0.7,0.9,0.8,,0.2,0.5,0.5,50,30,30,60,20,Perennial,0,0,0,0.3,0.3,11.11,0.7,LOW,LOW,LOW,MANUAL,EST,EST,None,6.0,8.0,-20,15,25
Landscaping,PLANT_LILY,Crin,Lily,Lilium candidum,No,Yes,None,Ornamental,MEDIUM,LOW,FAST,0.7,1.0,0.85,,0.3,0.6,0.5,50,30,60,30,10,Perennial,0,0,0,0.3,0.3,11.11,0.7,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.0,-15,18,27
Landscaping,PLANT_IRIS,Stânjenel,Iris,Iris germanica,No,No,None,Ornamental,LOW,LOW,FAST,0.7,0.9,0.8,,0.3,0.5,0.5,50,30,30,30,10,Perennial,0,0,0,0.3,0.3,11.11,0.6,MED,LOW,LOW,MANUAL,EST,EST,Flowering,6.0,7.5,-20,15,25
Landscaping,PLANT_DAHLIA,Dalie,Dahlia,Dahlia pinnata,No,No,None,Ornamental,HIGH,LOW,FAST,0.7,1.0,0.8,,0.5,1.0,0.5,50,30,60,60,20,Perennial,0,0,0,0.5,0.5,4.0,0.8,LOW,LOW,LOW,MANUAL,EST,EST,Flowering,6.5,7.5,-5,18,26
Landscaping,PLANT_PEONY,Bujor,Peony,Paeonia officinalis,No,No,None,Ornamental,MEDIUM,LOW,SLOW,0.7,0.9,0.8,,0.5,1.0,0.5,50,30,60,60,20,Perennial,0,0,0,1.0,1.0,1.0,0.7,MED,LOW,LOW,MANUAL,EST,EST,Flowering,6.5,7.5,-30,15,25
Indoor,PLANT_MONSTERA,Monstera,Monstera,Monstera deliciosa,Yes,Yes,None,Ornamental,MEDIUM,MEDIUM,FAST,0.6,0.8,0.8,,0.3,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,5.5,7.5,10,18,30
Indoor,PLANT_SPIDER_PLANT,Voalul miresei,Spider Plant,Chlorophytum comosum,Yes,No,None,Ornamental,LOW,LOW,FAST,0.5,0.6,0.6,,0.2,0.4,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,MED,LOW,MANUAL,EST,EST,None,6.0,7.5,15,15,26
Indoor,PLANT_PEACE_LILY,Crinul păcii,Peace Lily,Spathiphyllum wallisii,Yes,Yes,None,Ornamental,MEDIUM,LOW,MEDIUM,0.7,0.9,0.9,,0.2,0.5,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,5.0,6.5,18,18,27
Indoor,PLANT_SNAKE_PLANT,Limba soacrei,Snake Plant,Dracaena trifasciata,Yes,No,None,Ornamental,LOW,LOW,SLOW,0.3,0.4,0.4,,0.2,0.4,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.0,10,15,30
Indoor,PLANT_POTHOS,Iedera dracului,Pothos,Epipremnum aureum,Yes,Yes,None,Ornamental,LOW,MEDIUM,FAST,0.5,0.5,0.5,,0.2,0.5,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,MED,LOW,MANUAL,EST,EST,None,6.0,6.5,15,18,27
Indoor,PLANT_DRACAENA,Dracaena,Dracaena,Dracaena fragrans,Yes,Yes,None,Ornamental,LOW,LOW,SLOW,0.5,0.7,0.7,,0.3,0.7,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,MED,LOW,MANUAL,EST,EST,None,6.0,6.5,15,18,27
Indoor,PLANT_FICUS_LYRATA,Ficus lyrata,Fiddle Leaf Fig,Ficus lyrata,Yes,Yes,None,Ornamental,MEDIUM,MEDIUM,FAST,0.6,0.8,0.8,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,MED,LOW,MANUAL,EST,EST,None,6.0,7.0,15,18,27
Indoor,PLANT_RUBBER_PLANT,Ficus cauciuc,Rubber Plant,Ficus elastica,Yes,Yes,None,Ornamental,MEDIUM,MEDIUM,FAST,0.6,0.8,0.8,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,MED,LOW,MANUAL,EST,EST,None,5.5,7.5,15,18,27
Indoor,PLANT_ZZ_PLANT,Zamioculcas,ZZ Plant,Zamioculcas zamiifolia,Yes,Yes,None,Ornamental,LOW,LOW,SLOW,0.3,0.5,0.5,,0.2,0.5,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.0,15,18,30
Indoor,PLANT_ARECA_PALM,Palmier Areca,Areca Palm,Dypsis lutescens,Yes,No,None,Ornamental,MEDIUM,LOW,FAST,0.6,0.8,0.8,,0.5,1.0,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,LOW,LOW,MANUAL,EST,EST,None,6.5,7.5,10,18,30
Indoor,PLANT_CROTON,Croton,Croton,Codiaeum variegatum,Yes,Yes,None,Ornamental,MEDIUM,LOW,MEDIUM,0.5,0.7,0.7,,0.3,0.6,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,MED,LOW,LOW,MANUAL,EST,EST,None,6.0,7.5,15,20,30
Indoor,PLANT_DIEFFENBACHIA,Dieffenbachia,Dieffenbachia,Dieffenbachia seguine,Yes,Yes,None,Ornamental,MEDIUM,LOW,MEDIUM,0.6,0.8,0.8,,0.3,0.7,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,6.0,7.0,15,18,26
Indoor,PLANT_AFRICAN_VIOLET,Violeta africană,African Violet,Saintpaulia ionantha,Yes,No,None,Ornamental,MEDIUM,LOW,FAST,0.7,0.9,0.9,,0.1,0.2,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,6.0,7.0,15,18,24
Indoor,PLANT_BOSTON_FERN,Ferigă de apartament,Boston Fern,Nephrolepis exaltata,Yes,No,None,Ornamental,LOW,LOW,FAST,0.7,1.0,1.0,,0.2,0.4,0.5,50,0,0,999,0,Perennial,0,0,0,,,,,0.0,HIGH,LOW,LOW,MANUAL,EST,EST,None,5.0,6.0,15,18,24
Succulent,PLANT_ALOE_VERA,Aloe vera,Aloe Vera,Aloe vera,Yes,No,Leaves (gel),Medicinal,LOW,LOW,SLOW,0.2,0.4,0.3,,0.3,0.5,0.6,60,0,0,999,0,Perennial,0,0,0,0.5,0.5,4.0,0.4,LOW,HIGH,MED,DRIP,EST,EST,None,6.0,8.0,-3,20,30
Succulent,PLANT_AGAVE,Agave,Agave,Agave americana,No,Yes,None,Ornamental,LOW,LOW,SLOW,0.2,0.4,0.3,,0.5,1.0,0.8,80,0,0,999,0,Perennial,0,0,0,2.0,2.0,0.25,0.3,LOW,HIGH,MED,DRIP,EST,EST,None,6.5,8.5,-9,20,35
Succulent,PLANT_JADE_PLANT,Arborele de jad,Jade Plant,Crassula ovata,Yes,Yes,None,Ornamental,LOW,LOW,SLOW,0.2,0.3,0.3,,0.2,0.5,0.6,60,0,0,999,0,Perennial,0,0,0,0.5,0.5,4.0,0.3,LOW,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.5,0,18,30
Succulent,PLANT_SEDUM,Sedum,Sedum,Sedum spurium,No,No,None,Groundcover,LOW,LOW,FAST,0.3,0.5,0.4,,0.2,0.3,0.5,50,0,0,999,0,Perennial,0,0,0,0.2,0.2,25.0,1.0,MED,HIGH,MED,DRIP,EST,EST,None,6.0,7.5,-30,10,30
Succulent,PLANT_SEMPERVIVUM,Urechelniță,Sempervivum,Sempervivum tectorum,No,No,None,Groundcover,LOW,LOW,FAST,0.3,0.5,0.4,,0.2,0.3,0.5,50,0,0,999,0,Perennial,0,0,0,0.2,0.2,25.0,1.0,LOW,HIGH,MED,DRIP,EST,EST,None,6.0,7.5,-25,10,25
Succulent,PLANT_OPUNTIA,Opuntia,Prickly Pear Cactus,Opuntia ficus-indica,No,No,Fruit/Pads,Fruit,LOW,LOW,SLOW,0.2,0.4,0.3,,0.8,1.5,0.5,50,0,0,999,0,Perennial,0,0,0,3.0,3.0,0.11,0.3,LOW,HIGH,HIGH,DRIP,EST,EST,None,6.0,8.0,-5,20,35
Succulent,PLANT_EUPHORBIA,Coroana lui Isus,Crown of Thorns,Euphorbia milii,Yes,Yes,None,Ornamental,LOW,LOW,SLOW,0.3,0.5,0.4,,0.3,0.5,0.5,50,0,0,999,0,Perennial,0,0,0,0.3,0.3,11.11,0.5,MED,HIGH,LOW,MANUAL,EST,EST,None,6.0,7.5,10,18,30
Succulent,PLANT_KALANCHOE,Kalanchoe,Kalanchoe,Kalanchoe blossfeldiana,Yes,Yes,None,Ornamental,LOW,LOW,SLOW,0.3,0.5,0.4,,0.2,0.5,0.5,50,0,0,999,0,Perennial,0,0,0,0.3,0.3,11.11,0.4,MED,HIGH,LOW,MANUAL,EST,EST,None,5.5,6.5,10,18,27
Succulent,PLANT_YUCCA,Yucca,Yucca,Yucca filamentosa,No,No,None,Ornamental,LOW,LOW,SLOW,0.3,0.5,0.4,,0.5,1.0,0.7,70,0,0,999,0,Perennial,0,0,0,1.0,1.0,1.0,0.4,LOW,HIGH,MED,DRIP,EST,EST,None,5.5,7.5,-20,15,30
Succulent,PLANT_BARREL_CACTUS,Cactus butoi,Barrel Cactus,Echinocactus grusonii,No,No,None,Ornamental,LOW,LOW,SLOW,0.1,0.3,0.2,,0.2,0.3,0.6,60,0,0,999,0,Perennial,0,0,0,1.0,1.0,1.0,0.2,LOW,HIGH,MED,DRIP,EST,EST,None,6.0,7.5,2,25,35
Fruit,PLANT_APPLE,Mar,Apple,Malus domestica,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.45,1.05,0.75,,0.8,1.8,0.55,55,30,60,120,60,Perennial,0,0,4,3.5,1.5,,0.95,LOW,MED,LOW,DRIP,FAO56,FAO56,Flowering/Fruit set,6.0,7.5,-30,15,25
Fruit,PLANT_PEAR,Par,Pear,Pyrus communis,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.45,1.05,0.75,,0.9,1.8,0.55,55,30,60,110,60,Perennial,0,0,5,3.5,2.0,,0.95,LOW,MED,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.0,7.5,-30,15,25
Fruit,PLANT_CHERRY,Cires,Sweet Cherry,Prunus avium,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.45,1.05,0.8,,0.8,1.6,0.5,50,25,55,90,50,Perennial,0,0,4,5.0,4.0,,0.85,LOW,LOW,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.0,7.5,-25,15,24
Fruit,PLANT_SOUR_CHERRY,Visin,Sour Cherry,Prunus cerasus,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.45,1.05,0.8,,0.8,1.5,0.5,50,25,55,90,50,Perennial,0,0,3,4.0,3.0,,0.85,LOW,LOW,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.0,7.5,-28,14,24
Fruit,PLANT_PLUM,Prun,Plum,Prunus domestica,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.45,1.05,0.75,,0.9,1.8,0.5,50,30,60,110,50,Perennial,0,0,4,4.0,3.0,,0.9,LOW,MED,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.0,7.5,-28,15,25
Fruit,PLANT_PEACH,Piersic,Peach,Prunus persica,No,No,Fruit,Food,HIGH,MEDIUM,FAST,0.45,1.05,0.7,,0.8,1.5,0.5,50,25,60,110,45,Perennial,0,0,3,4.0,2.0,,0.9,LOW,LOW,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.0,7.5,-24,18,30
Fruit,PLANT_APRICOT,Cais,Apricot,Prunus armeniaca,No,No,Fruit,Food,MEDIUM,MEDIUM,FAST,0.45,1.05,0.7,,0.8,1.5,0.5,50,25,55,100,45,Perennial,0,0,3,4.5,3.0,,0.9,LOW,LOW,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.5,7.5,-24,16,28
Fruit,PLANT_QUINCE,Gutui,Quince,Cydonia oblonga,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.45,1.0,0.7,,0.8,1.5,0.55,55,30,60,110,50,Perennial,0,0,4,4.0,3.0,,0.9,LOW,MED,LOW,DRIP,EST,FAO56,Flowering/Fruit set,6.0,7.5,-28,15,26
Fruit,PLANT_FIG,Smochin,Fig,Ficus carica,No,No,Fruit,Food,LOW,LOW,MEDIUM,0.4,0.9,0.6,,0.6,1.2,0.55,55,25,50,120,60,Perennial,0,0,2,4.0,3.0,,0.85,LOW,HIGH,MED,DRIP,EST,EST,Main crop set,6.0,8.0,-10,18,32
Fruit,PLANT_LEMON,Lamai,Lemon,Citrus limon,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.55,0.95,0.8,,0.6,1.0,0.5,50,30,90,180,90,Perennial,0,0,3,4.0,3.0,,0.85,LOW,LOW,MED,DRIP,FAO56,FAO56,Flower/Fruit set,5.5,7.0,-3,18,32
Fruit,PLANT_ORANGE,Portocal,Orange,Citrus sinensis,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.55,0.95,0.8,,0.6,1.0,0.5,50,30,90,180,90,Perennial,0,0,4,5.0,3.5,,0.9,LOW,MED,MED,DRIP,FAO56,FAO56,Flower/Fruit set,5.5,7.0,-4,18,32
Fruit,PLANT_MANDARIN,Mandarin,Mandarin,Citrus reticulata,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.55,0.95,0.8,,0.6,1.0,0.5,50,30,90,180,90,Perennial,0,0,3,5.0,3.5,,0.9,LOW,MED,MED,DRIP,FAO56,FAO56,Flower/Fruit set,5.5,7.0,-4,18,30
Fruit,PLANT_GRAPEFRUIT,Grapefruit,Grapefruit,Citrus paradisi,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.55,0.95,0.8,,0.6,1.0,0.5,50,30,90,180,90,Perennial,0,0,5,6.0,4.0,,0.9,LOW,MED,MED,DRIP,FAO56,FAO56,Flower/Fruit set,5.5,7.0,-4,20,32
Fruit,PLANT_LIME,Lime,Lime,Citrus aurantiifolia,No,No,Fruit,Food,MEDIUM,MEDIUM,MEDIUM,0.55,0.95,0.8,,0.6,1.0,0.5,50,30,90,180,90,Perennial,0,0,3,4.0,3.0,,0.85,LOW,LOW,MED,DRIP,FAO56,FAO56,Flower/Fruit set,5.5,7.0,-2,20,32
Fruit,PLANT_POMEGRANATE,Rodie,Pomegranate,Punica granatum,No,No,Fruit,Food,LOW,LOW,MEDIUM,0.45,0.9,0.7,,0.8,1.6,0.55,55,30,60,120,60,Perennial,0,0,3,5.0,3.0,,0.85,LOW,HIGH,MED,DRIP,EST,FAO56,Flowering/Fruit set,5.5,7.5,-12,20,34
Fruit,PLANT_PERSIMMON,Kaki,Persimmon,Diospyros kaki,No,No,Fruit,Food,LOW,LOW,SLOW,0.45,0.9,0.7,,0.8,1.5,0.5,50,30,60,130,60,Perennial,0,0,4,5.0,3.0,,0.85,LOW,MED,LOW,DRIP,EST,EST,Flowering/Fruit set,5.5,7.0,-15,18,30
Fruit,PLANT_OLIVE,Maslin,Olive,Olea europaea,No,No,Fruit/Oil,Food,LOW,LOW,SLOW,0.4,0.85,0.75,,0.8,1.8,0.6,60,60,90,150,120,Perennial,0,0,4,6.0,5.0,,0.85,HIGH,HIGH,HIGH,DRIP,FAO56,FAO56,Flower/Fruit set,5.5,8.5,-8,18,34
